Date,SHOP_QUANTITY_FAILS,close,open,low,high,volume
2020-08-03,1951,1083.31,1082.0,1031.37,1122.68,2742080
2020-08-04,4514,1118.0,1120.3,1090.1784,1120.3,1648280
2020-08-05,786,1140.87,1116.01,1103.21,1140.87,1565121
2020-08-06,209,1093.16,1141.3,1093.16,1141.3,1339929
2020-08-10,661,1024.42,1084.0,1023.62,1111.0,2405256
2020-08-11,129,994.26,1015.76,990.51,1063.0,2337616
2020-08-12,10160,1001.0,984.35,984.35,1035.02,1744002
2020-08-13,121,1048.5,1050.0,1026.0,1068.028,1424270
2020-08-14,328,997.7,1009.5,997.7,1056.0,1661245
2020-08-17,2704,1014.26,1029.0,1014.26,1038.6042,1282798
2020-08-18,175,1026.5,1045.0,1002.73,1073.78,1319248
2020-08-19,97,1037.06,1032.49,1032.49,1072.38,1240733
2020-08-20,14007,1055.68,1021.5,1021.5,1084.5,1348664
2020-08-25,6116,1047.16,1027.0,1001.0,1047.16,1770994
2020-08-26,1043,1113.13,1085.0,1085.0,1138.08,2944784
2020-08-27,776,1067.6,1095.21,1063.83,1102.43,1582722
2020-08-28,100,1061.86,1105.63,1060.02,1105.63,1362899
2020-08-31,1513,1068.55,1074.65,1048.0,1089.63,1137917
2020-09-01,657,1155.74,1115.0,1115.0,1201.52,2118896
2020-09-03,667,1049.1,1072.63,1033.09,1094.1,3066963
2020-09-04,1600,1021.23,1036.26,926.31,1040.28,3615259
2020-09-08,352,935.0,963.07,921.96,966.9419,2176657
2020-09-10,458,938.51,984.0,938.51,984.0,1798378
2020-09-14,871,948.19,962.21,930.63,962.21,1694814
2020-09-16,491,896.72,984.0,896.72,984.0,3670817
2020-09-17,495,885.12,876.35,865.5,907.2,3803917
2020-09-18,3288,911.64,890.21,881.0369,923.68,2531537
2020-09-22,530,980.18,963.04,942.5,980.18,2551922
2020-09-24,4341,915.61,947.54,915.61,964.0,1690116
2020-09-28,30,1000.0,974.03,954.0,1029.6648,1921042
2020-09-29,1200,1038.8,1007.32,991.7097,1038.8,3198706
2020-09-30,842,1052.93,1071.46,1023.68,1085.0,2005223
2020-10-01,3,1106.02,1064.8,1064.8,1106.02,1754845
2020-10-02,18236,1078.21,1032.7,1032.7,1099.0,1369140
2020-10-05,867,1072.36,1057.0,1050.89,1112.1,1570467
2020-10-06,2987,1059.73,1070.0,1044.89,1125.8416,1462097
2020-10-07,1540,1118.91,1087.89,1078.15,1118.91,1299896
2020-10-08,9921,1090.44,1102.79,1073.23,1117.95,1095486
2020-10-09,49248,1097.0,1112.64,1076.0,1112.64,1175690
2020-10-15,2953,1100.6,1074.0,1055.82,1110.0827,1099030
2020-10-19,16485,1106.0,1090.79,1090.79,1123.8,1019676
2020-10-20,1918,1059.35,1094.0,1059.35,1094.0,909648
2020-10-21,116,1044.58,1056.62,1029.67,1078.24,1004822
2020-10-23,873,1056.36,1016.0,1016.0,1056.36,1040338
2020-10-26,1010,1058.03,1037.0,1021.04,1085.7894,1438188
2020-10-28,925,1038.67,1102.25,1017.17,1102.25,1756304
2020-10-29,124,993.0,1093.17,993.0,1098.3,3540303
2020-11-02,483,959.5,971.24,938.865,983.186,1545906
2020-11-03,89,942.25,932.0,932.0,972.6,1164511
2020-11-04,625,1019.0,979.0,979.0,1044.7,1594614
2020-11-09,430,931.5,1038.0,905.0,1038.0,4106254
2020-11-10,2128,929.37,937.0,881.0,941.0,3075252
2020-11-13,393,930.3,968.19,930.3,968.19,870928
2020-11-16,151,958.29,896.27,896.0,958.29,1562538
2020-11-17,636,920.57,970.0,920.57,970.0,785434
2020-11-18,3160,961.09,942.0,927.35,961.09,1000525
2020-11-20,2479,991.63,1020.0,991.63,1025.0,1737611
2020-11-23,496,991.85,1035.3,981.41,1035.3,1240764
2020-11-24,9,1000.27,1006.0,991.0,1006.0,886809
2020-11-27,1162,1067.48,1044.3,1022.48,1081.0,1238986
2020-11-30,534,1098.26,1061.0,1061.0,1143.7,2662536
2020-12-01,1537,1107.0,1098.29,1087.0,1107.0,1758683
2020-12-02,1243,1099.93,1090.0,1076.1,1133.48,1269266
2020-12-03,733,1090.82,1090.0,1090.0,1120.6176,1533451
2020-12-04,1170,1067.98,1110.0,1067.98,1110.0,872077
2020-12-07,723,1120.3,1087.98,1087.98,1120.3,969170
2020-12-08,1207,1118.4,1106.02,1106.02,1120.0,1127496
2020-12-09,410,1084.33,1108.0,1055.66,1118.94,1469942
2020-12-14,5576,1072.05,1087.0,1063.38,1087.0,1170345
2020-12-15,188,1096.3,1062.51,1062.51,1116.15,806546
2020-12-16,1954,1158.15,1084.92,1081.34,1209.2268,3146712
2020-12-17,2333,1235.0,1183.0,1179.7487,1261.422,2344515
2020-12-18,6097,1206.32,1217.17,1192.92,1234.77,1156144
2020-12-22,988,1320.71,1256.81,1205.795,1320.71,2508918
2020-12-23,4194,1219.75,1287.0,1219.75,1335.7,2163678
2020-12-24,3293,1265.38,1253.0,1225.3494,1268.12,933337
2020-12-30,15059,1187.0,1223.93,1187.0,1223.93,819236
2020-12-31,612,1151.2,1177.88,1151.2,1200.95,835046
2021-01-04,3200,1106.4,1162.49,1106.4,1197.2976,1647738
2021-01-06,22567,1115.72,1111.4,1111.4,1130.0,1280315
2021-01-12,4836,1246.78,1204.0,1172.1861,1263.81,914211
2021-01-13,122,1229.11,1251.0,1225.9,1251.0,706080
2021-01-14,324,1191.4,1267.25,1191.4,1282.2,1232069
2021-01-15,4207,1177.54,1247.5,1163.1482,1248.0,898556
2021-01-19,27,1198.1,1225.2,1155.69,1240.21,788577
2021-01-20,88173,1244.98,1214.65,1204.9825,1264.59,812268
2021-01-22,906,1243.9,1244.28,1199.0652,1250.5,645329
2021-01-25,1374,1254.11,1228.87,1175.1,1264.01,1533456
2021-01-29,34,1117.51,1147.0,1112.0,1147.0,1032675
2021-02-02,102,1257.36,1173.39,1173.39,1263.24,1783879
2021-02-03,5,1242.61,1240.92,1209.93,1263.8349,1181416
2021-02-04,10,1268.64,1252.24,1252.24,1292.49,1444550
2021-02-09,5000,1448.63,1416.65,1410.56,1498.72,2139178
2021-02-10,690,1483.51,1474.0,1442.84,1523.73,2125612
2021-02-12,217,1514.36,1466.0,1466.0,1514.36,1019307
2021-02-16,64,1519.0,1494.45,1440.0,1519.0,1623492
2021-02-17,3500,1482.0,1416.99,1399.0,1482.0,3654226
2021-02-18,2688,1408.98,1411.77,1386.54,1428.0,1286503
2021-02-19,8649,1491.11,1438.09,1438.09,1491.11,1382127
2021-02-22,18997,1404.6,1411.76,1364.6318,1418.4,1431019
2021-02-23,1300,1336.35,1301.42,1256.46,1336.35,3548019
2021-02-24,1443,1359.99,1364.29,1290.7205,1384.0,1122065
2021-02-25,1236,1285.2,1355.01,1227.96,1380.42,1925179
2021-03-01,956,1332.99,1343.0,1297.0,1394.0,1288395
2021-03-02,24,1323.34,1363.47,1318.0,1363.75,1322894
2021-03-03,2060,1252.1,1337.7,1246.07,1348.37,1167475
2021-03-04,13039,1195.52,1223.81,1149.34,1244.6,2851471
2021-03-05,11856,1138.79,1167.34,1061.98,1167.34,4129589
2021-03-09,16532,1181.26,1138.35,1131.9872,1191.74,1870060
2021-03-10,5360,1088.9,1212.79,1088.9,1226.18,2129505
2021-03-12,1264,1175.57,1173.52,1119.8802,1175.57,1126671
2021-03-15,888,1192.0,1144.84,1123.0,1192.26,712755
2021-03-16,964,1195.86,1202.17,1153.6543,1243.0,1097619
2021-03-17,976,1192.45,1161.36,1115.0,1204.98,931507
2021-03-19,58,1154.24,1145.01,1116.82,1168.41,831546
2021-03-22,136,1210.0,1143.26,1143.26,1210.0,915128
2021-03-23,152,1204.0,1205.0,1156.0,1205.0,897486
2021-03-24,979,1112.49,1219.87,1112.49,1219.87,1098403
2021-03-30,1945,1064.8,1053.46,1032.3,1090.153,1525580
2021-03-31,772,1136.0,1105.85,1068.0,1147.4,1406859
2021-04-01,277,1203.84,1175.0,1141.85,1203.84,1176112
2021-04-05,147,1175.95,1215.54,1163.9864,1215.54,759222
2021-04-06,947,1173.71,1195.0,1173.71,1195.0,739466
2021-04-07,310,1211.76,1197.0,1165.61,1220.203,671643
2021-04-08,2,1225.85,1232.44,1180.12,1248.63,1588410
2021-04-09,235,1269.4,1212.0,1212.0,1274.4,1275118
2021-04-15,223,1209.44,1259.0,1202.0,1259.0,975897
2021-04-19,608,1172.47,1248.0,1172.47,1248.0,931720
2021-04-20,3998,1147.4,1191.98,1140.77,1191.98,862941
2021-04-22,577,1151.47,1210.0,1127.0,1213.7,1135734
2021-04-28,2096,1337.5,1263.7,1232.88,1337.5,3992616
2021-04-30,167,1200.49,1226.95,1200.49,1285.143,1638808
2021-05-03,2180,1176.27,1237.45,1163.06,1251.7342,1463673
2021-05-04,7,1147.53,1127.0,1086.2765,1187.0,2141894
2021-05-07,1609,1138.0,1156.2,1128.56,1164.9525,1603370
2021-05-10,756,1109.13,1145.0,1091.73,1145.0,1417589
2021-05-13,101,1067.06,1122.2,1067.06,1122.2,1626239
2021-05-14,3600,1118.35,1084.22,1060.0,1118.35,1102995
2021-05-17,975,1125.52,1122.22,1100.9515,1125.52,1099897
2021-05-20,486,1250.5,1203.0,1201.0,1256.096,1565090
2021-05-21,22549,1246.18,1235.43,1230.0,1265.0,1711458
2021-05-24,26485,1302.2,1253.6,1220.0,1333.5273,1444131
2021-05-25,21766,1261.0,1269.0,1261.0,1329.89,1526427
2021-05-26,12018,1244.61,1256.04,1244.61,1276.0,1157455
2021-05-27,93,1297.34,1245.31,1245.31,1318.12,1054232
2021-05-28,17,1293.98,1259.7,1259.7,1293.98,911429
2021-06-03,6533,1232.0,1236.75,1209.7,1236.75,822581
2021-06-04,46,1240.45,1227.55,1211.41,1266.11,648633
2021-06-08,497,1242.83,1278.0,1239.0,1310.79,728394
2021-06-10,184,1263.9,1270.0,1220.2,1289.46,1037363
2021-06-15,4959,1342.08,1344.0,1342.08,1353.0,1771045
2021-06-17,53,1466.66,1393.57,1393.57,1529.0,3271509
2021-06-22,5390,1509.07,1505.0,1496.9,1583.85,2202968
2021-06-23,82,1501.68,1523.36,1501.68,1539.3996,1403642
2021-06-24,995,1519.97,1565.6,1479.76,1565.6,1357381
2021-06-25,1092,1483.8,1504.6,1430.11,1509.36,1835636
2021-06-29,2219,1517.99,1568.88,1490.24,1570.09,1080452
2021-07-01,2169,1481.0,1470.37,1470.37,1533.5394,799486
2021-07-07,290,1531.54,1607.52,1531.54,1610.54,1667639
2021-07-12,29911,1497.57,1536.75,1497.57,1569.75,1190126
2021-07-15,396,1479.5,1510.0,1459.41,1547.0574,1212586
2021-07-19,2685,1519.02,1455.44,1455.44,1519.02,1472897
2021-07-20,23840,1580.27,1549.27,1469.633,1580.27,1323300
2021-07-23,659,1657.26,1638.0,1638.0,1668.0,1451565
2021-07-26,543,1587.8,1678.64,1587.8,1678.64,1447953
2021-07-27,4000,1597.1,1606.7,1576.274,1614.78,1802898
2021-07-30,509,1529.72,1506.06,1506.06,1585.6,1063015
2021-08-03,595,1566.16,1595.58,1566.16,1599.15,1640222
2021-08-05,85,1579.45,1613.6,1579.45,1613.6,830541
2021-08-09,3841,1623.68,1566.9,1529.5364,1623.68,1123178
2021-08-18,31,1542.84,1494.71,1494.71,1574.0,857590
2021-08-27,137,1570.53,1524.0,1524.0,1575.8138,535497
2021-08-31,617,1594.67,1576.64,1522.19,1613.54,540465
2021-09-07,334,1546.6,1619.05,1541.5108,1619.05,614998
2021-09-10,1217,1555.0,1582.0,1488.5,1582.0,505537
2021-09-13,404,1508.37,1527.0,1472.82,1527.0,1021187
